# list of object assets to load in this scene
[ASSETS]
assets\data\objects\mario.txt
assets\data\objects\platform.txt
assets\data\objects\question_brick.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# BIG BUSH
# BUSH 1
5	32	128	16	16	2	100100	100105	100105	0

5	16	144	16	16	3	100100	100115	100130	0
5	64	144	16	16	2	100100	100105	100105	0
5	96	144	16	16	2	100100	100105	100105	0

5	64	160	16	16	2	100125	100130	100130	0
5	16	160	16	16	3	100120	100110	100115	0
5	96	160	16	16	3	100120	100110	100105	0

5	112	176	16	16	2	100125	100130	100130	0
5	16	176	16	16	4	100120	100125	100125	0
5	80	176	16	16	2	100110	100115	100115	0

# BUSH 2
5	832	128	16	16	2	100100	100105	100105	0
5	864	128	16	16	2	100100	100115	100115	0
5	896	128	16	16	1	100130	100110	100110	0
5	912	128	16	16	2	100100	100105	100105	0
5	960	128	16	16	2	100100	100105	100105	0

5	832	144	16	16	7	100120	100125	100130	0
5	848	144	16	16	2	100110	100115	100115	0
5	880	112	16	16	2	100100	100105	100105	0
5	880	144	16	16	2	100110	100115	100115	0
5	960	144	16	16	3	100120	100110	100105	0

5	816	160	16	16	2	100100	100115	100115	0
5	848	160	16	16	6	100125	100125	100130	0
5	944	160	16	16	2	100100	100115	100115	0
5	976	160	16	16	2	100125	100130	100130	0

# BUSH 3
5	1888	176	16	16	2	100100	100115	100115	0
5	1920	176	16	16	2	100125	100130	100130	0

5	1904	160	16	16	3	100120	100110	100105	0

5	1904	144	16	16	2	100100	100105	100105	0

# BUSH 4
5	2400	64	16	16	2	100100	100105	100105	0

5	2400	80	16	16	3	100120	100110	100105	0

5	2400	96	16	16	3	100120	100125	100130	0

5	2416	112	16	16	2	100125	100125	100130	0
5	2384	112	16	16	2	100100	100115	100115	0

5	2400	128	16	16	3	100125	100125	100130	0
5	2368	128	16	16	2	100100	100115	100115	0

5	2368	144	16	16	5	100120	100125	100130	0

5	2368	160	16	16	4	100120	100125	100125	0
5	2432	160	16	16	2	100110	100105	100105	0

5	2368	176	16	16	6	100120	100125	100130	0

# SMALL BUSH
5	160	176	16	16	3	100200	100200	100200	0

5	672	160	16	16	6	100200	100200	100200	0

5	1040	160	16	16	2	100200	100200	100200	0

5	1184	176	16	16	3	100200	100200	100200	0

5	1728	176	16	16	3	100200	100200	100200	0


# PINK BOX
# BOX 1
5	240	144	16	16	3	100300	100305	100310	0
5	240	160	16	16	3	100315	100320	100325	0
5	240	176	16	16	3	100340	100345	100350	0

# BOX 2
5	464	112	16	16	4	100300	100305	100310	0
5	464	128	16	16	4	100315	100320	100325	0
5	480	144	16	16	3	100330	100320	100325	0
5	480	160	16	16	2	100335	100320	100320	0
5	480	176	16	16	2	100355	100345	100345	0

# BOX 3
